District/School IRN,District/School Name,School Year,Org Type,Core Curriculum/Intervention,Reported Grades,Status,Reported Material Type,DEW Approved Material Type,DEW Approved Grades
047936,Fairland Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
047936,Fairland Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),04 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046870,Fairfield Union Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
046870,Fairfield Union Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046870,Fairfield Union Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
020759,Fairfield Preparatory Academy,2024–2025,Community School,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 04,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
020759,Fairfield Preparatory Academy,2024–2025,Community School,Fundations (Wilson Language Training),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
020759,Fairfield Preparatory Academy,2024–2025,Community School,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 06,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047621,Fairfield Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
047621,Fairfield Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),PS - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047621,Fairfield Local,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",06 - 12,Implemented,ELA Core,ELA Core,KG - 05
047621,Fairfield Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
047621,Fairfield Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - 02,Implemented,Reading Intervention,N/A,N/A
047621,Fairfield Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 12,Implemented,Reading Intervention,N/A,N/A
047621,Fairfield Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
046839,Fairfield County Esc,2024–2025,Educational Service Center,95 Phonics Core Program (95 Percent Group),PS - PS,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
046102,Fairfield City,2024–2025,Public District,Foundations A-Z (Learning A-Z),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 02
046102,Fairfield City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,ELA Core,N/A,N/A
046102,Fairfield City,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 05,Implemented,Reading Intervention,N/A,N/A
046102,Fairfield City,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 08,Implemented,Reading Intervention,N/A,N/A
046102,Fairfield City,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 08,Implemented,Reading Intervention,N/A,N/A
046102,Fairfield City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
046102,Fairfield City,2024–2025,Public District,Other published instr materials not on Dept list,KG - 05,Implemented,ELA Core,N/A,N/A
043968,Fairborn City,2024–2025,Public District,Benchmark Advance or Literacy (Benchmark Education),KG - 06,Implemented,ELA Core,ELA Core,KG - 05
043968,Fairborn City,2024–2025,Public District,Benchmark Phonics (Benchmark Education),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 02
043968,Fairborn City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043968,Fairborn City,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 08,Implemented,Reading Intervention,N/A,N/A
043968,Fairborn City,2024–2025,Public District,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
050328,Fairbanks Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 03,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
050328,Fairbanks Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
050328,Fairbanks Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
019474,Explorers Academy Of Science And Technology,2024–2025,Community School,Imagine Learning EL Education (Imagine Learning),KG - 08,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047050,Evergreen Local,2024–2025,Public District,HD Word (Really Great Reading),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
047050,Evergreen Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),06 - 12,Implemented,ELA Core,ELA Core,KG - 05
047050,Evergreen Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 08,Implemented,Reading Intervention,N/A,N/A
047050,Evergreen Local,2024–2025,Public District,"Reading Horizons Discovery (HEC Software, Inc.)",KG - 12,Implemented,Reading Intervention,ELA Core,KG - 02
047050,Evergreen Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
047050,Evergreen Local,2024–2025,Public District,World of Wonders (McGraw Hill),KG - 05,Implemented,Reading Intervention,PreK Core,PS - PS
015712,Euclid Preparatory School,2024–2025,Community School,Fundations (Wilson Language Training),KG - 05,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
015712,Euclid Preparatory School,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043950,Euclid City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
043950,Euclid City,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 09,Implemented,Reading Intervention,N/A,N/A
043950,Euclid City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
043950,Euclid City,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,ELA Core,N/A,N/A
043950,Euclid City,2024–2025,Public District,Other published instr materials not on Dept list,09 - 12,Implemented,ELA Core,N/A,N/A
043950,Euclid City,2024–2025,Public District,PreK On My Way (Scholastic),PS - KG,Implemented,ELA Core,PreK Core,PS - PS
046938,Esc Of Central Ohio,2024–2025,Educational Service Center,High Scope Preschool Curriculum (HighScope),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
046938,Esc Of Central Ohio,2024–2025,Educational Service Center,Other published instr materials not on Dept list,PS - PS,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
020293,Engage High School,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,ELA Core,N/A,N/A
017212,Empowered By The Arts Academy,2024–2025,Community School,Imagine Learning EL Education (Imagine Learning),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
017212,Empowered By The Arts Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
000577,Emerson Academy,2024–2025,Community School,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
000577,Emerson Academy,2024–2025,Community School,Other published instr materials not on Dept list,03 - 08,Implemented,Reading Intervention,N/A,N/A
043943,Elyria City Schools,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
043943,Elyria City Schools,2024–2025,Public District,Foundations A-Z (Learning A-Z),KG - 04,Implemented,Reading Intervention,ELA Core,KG - 02
043943,Elyria City Schools,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - PS,Implemented,ELA Core,N/A,N/A
043943,Elyria City Schools,2024–2025,Public District,Other published instr materials incl on Dept approved list,04 - 06,Implemented,Reading Intervention,N/A,N/A
043943,Elyria City Schools,2024–2025,Public District,Other published instr materials incl on Dept approved list,05 - 08,Implemented,Reading Intervention,N/A,N/A
043943,Elyria City Schools,2024–2025,Public District,PreK On My Way (Scholastic),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
043943,Elyria City Schools,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
050682,Elmwood Local,2024–2025,Public District,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,ELA Core,ELA Core,KG - 02
050682,Elmwood Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
050682,Elmwood Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
050682,Elmwood Local,2024–2025,Public District,Locally created instruction,06 - 12,Implemented,ELA Core,N/A,N/A
050682,Elmwood Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - PS,Implemented,Reading Intervention,N/A,N/A
050682,Elmwood Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045773,Elida Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),01 - 01,Implemented,ELA Core,ELA Core,KG - 05
045773,Elida Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),04 - 04,Implemented,ELA Core,ELA Core,KG - 05
045773,Elida Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 06,Implemented,Reading Intervention,N/A,N/A
045773,Elida Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
045773,Elida Local,2024–2025,Public District,World of Wonders (McGraw Hill),02 - 02,Implemented,ELA Core,PreK Core,PS - PS
045773,Elida Local,2024–2025,Public District,World of Wonders (McGraw Hill),03 - 03,Implemented,ELA Core,PreK Core,PS - PS
045773,Elida Local,2024–2025,Public District,World of Wonders (McGraw Hill),05 - 05,Implemented,ELA Core,PreK Core,PS - PS
045773,Elida Local,2024–2025,Public District,World of Wonders (McGraw Hill),KG - KG,Implemented,ELA Core,PreK Core,PS - PS
048413,Elgin Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 05
048413,Elgin Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
048413,Elgin Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048413,Elgin Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
051029,Ehove Career Center,2024–2025,Joint Vocational School District,Other published instr materials incl on Dept approved list,10 - 12,Implemented,Reading Intervention,N/A,N/A
047860,Educational Service Center Of The Western Reserve,2024–2025,Educational Service Center,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
047860,Educational Service Center Of The Western Reserve,2024–2025,Educational Service Center,Other published instr materials incl on Dept approved list,PS - PS,Implemented,Reading Intervention,N/A,N/A
000779,Educational Academy For Boys & Girls,2024–2025,Community School,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 02,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
000779,Educational Academy For Boys & Girls,2024–2025,Community School,Imagine Learning EL Education (Imagine Learning),03 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050625,Edon Northwest Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 03,Implemented,Reading Intervention,N/A,N/A
050625,Edon Northwest Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
046789,Edison Local (Formerly Berlin-Milan),2024–2025,Public District,Open Court Reading 2016/2018 (McGraw Hill),KG - 03,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046789,Edison Local (Formerly Berlin-Milan),2024–2025,Public District,Open Court Reading 2023 (McGraw Hill),04 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046789,Edison Local (Formerly Berlin-Milan),2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
047795,Edison Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),07 - 12,Implemented,Reading Intervention,ELA Core,KG - 05
047795,Edison Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 06,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
047795,Edison Local,2024–2025,Public District,World of Wonders (McGraw Hill),KG - 06,Implemented,Reading Intervention,PreK Core,PS - PS
046094,Edgewood City School District,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050617,Edgerton Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 02,Implemented,Reading Intervention,ELA Core,KG - 02
050617,Edgerton Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,07 - 12,Implemented,Reading Intervention,N/A,N/A
050617,Edgerton Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 06,Implemented,Reading Intervention,N/A,N/A
133538,Edge Learning,2024–2025,Community School,Fundations (Wilson Language Training),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
133538,Edge Learning,2024–2025,Community School,Magnetic Reading Foundations (Curriculum Associates),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
133538,Edge Learning,2024–2025,Community School,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043935,Eaton Community City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043935,Eaton Community City,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 10,Implemented,Reading Intervention,N/A,N/A
043935,Eaton Community City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
043935,Eaton Community City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 08,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
050674,Eastwood Local,2024–2025,Public District,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
050674,Eastwood Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050674,Eastwood Local,2024–2025,Public District,Amplify CKLA PreK (Amplify),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
050674,Eastwood Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),09 - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050674,Eastwood Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
051003,Eastland-Fairfield Career & Technical Schools,2024–2025,Joint Vocational School District,Other published instr materials incl on Dept approved list,11 - 12,Implemented,Reading Intervention,N/A,N/A
014090,Eastland Preparatory Academy,2024–2025,Community School,Fundations (Wilson Language Training),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
014090,Eastland Preparatory Academy,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 08,Implemented,ELA Core,ELA Core,KG - 05
014090,Eastland Preparatory Academy,2024–2025,Community School,Magnetic Reading Foundations (Curriculum Associates),03 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
046037,Eastern Local School District,2024–2025,Public District,Open Court Reading 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046037,Eastern Local School District,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
046037,Eastern Local School District,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
049122,Eastern Local School District,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
048512,Eastern Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048512,Eastern Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
014147,East Preparatory Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,04 - 08,Implemented,ELA Core,N/A,N/A
014147,East Preparatory Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,04 - 08,Implemented,Reading Intervention,N/A,N/A
014147,East Preparatory Academy,2024–2025,Community School,"Reading Horizons Discovery (HEC Software, Inc.)",KG - 03,Implemented,ELA Core,ELA Core,KG - 02
014147,East Preparatory Academy,2024–2025,Community School,"Reading Horizons Discovery (HEC Software, Inc.)",KG - 03,Implemented,Reading Intervention,ELA Core,KG - 02
043927,East Palestine City,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043927,East Palestine City,2024–2025,Public District,Locally created instruction,04 - 04,Implemented,Reading Intervention,N/A,N/A
043927,East Palestine City,2024–2025,Public District,World of Wonders (McGraw Hill),KG - 04,Implemented,ELA Core,PreK Core,PS - PS
048835,East Muskingum Local,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
048835,East Muskingum Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 03,Implemented,Reading Intervention,N/A,N/A
048835,East Muskingum Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
048835,East Muskingum Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043919,East Liverpool City,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043919,East Liverpool City,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",KG - 04,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047845,East Knox Local,2024–2025,Public District,Foundations A-Z (Learning A-Z),KG - 03,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
047845,East Knox Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 02,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047845,East Knox Local,2024–2025,Public District,Fundations (Wilson Language Training),03 - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047845,East Knox Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 06,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047688,East Holmes Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 02,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,03 - 05,Implemented,Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 08,Implemented,Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,08 - 12,Implemented,Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 03,Implemented,Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 08,Implemented,Reading Intervention,N/A,N/A
047688,East Holmes Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
069682,East Guernsey Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),03 - 05,Implemented,Reading Intervention,ELA Core,KG - 02
069682,East Guernsey Local,2024–2025,Public District,HD Word (Really Great Reading),PS - 02,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,02 - 02
069682,East Guernsey Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
046409,East Clinton Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
046409,East Clinton Local,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
046409,East Clinton Local,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),06 - 08,Implemented,ELA Core,ELA Core,KG - 05
043901,East Cleveland City School District,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 12,Implemented,Reading Intervention,ELA Core,KG - 02
043901,East Cleveland City School District,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
043901,East Cleveland City School District,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043901,East Cleveland City School District,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
000938,East Bridge Academy Of Excellence,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
000938,East Bridge Academy Of Excellence,2024–2025,Community School,Other published instr materials incl on Dept approved list,06 - 08,Implemented,ELA Core,N/A,N/A
000938,East Bridge Academy Of Excellence,2024–2025,Community School,Other published instr materials not on Dept list,03 - 08,Implemented,Reading Intervention,N/A,N/A
000938,East Bridge Academy Of Excellence,2024–2025,Community School,Other published instr materials not on Dept list,KG - 03,Implemented,Reading Intervention,N/A,N/A
000938,East Bridge Academy Of Excellence,2024–2025,Community School,Other published instr materials not on Dept list,KG - 04,Implemented,Reading Intervention,N/A,N/A
014187,East Academy,2024–2025,Community School,95 Phonics Core Program (95 Percent Group),KG - 05,Implemented,Reading Intervention,ELA Core,KG - 02
014187,East Academy,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
000912,Early College Academy,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
019227,Dublin Preparatory Academy Dba Northside Preparatory Academy,2024–2025,Community School,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,ELA Core,ELA Core,KG - 02
019227,Dublin Preparatory Academy Dba Northside Preparatory Academy,2024–2025,Community School,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
047027,Dublin City,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
047027,Dublin City,2024–2025,Public District,Lexia Core 5 Reading (Lexia),PS - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047027,Dublin City,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - 12,Implemented,Reading Intervention,N/A,N/A
043893,Dover City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043893,Dover City,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043893,Dover City,2024–2025,Public District,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
043893,Dover City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),04 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
014188,Discovery Academy,2024–2025,Community School,Foundations A-Z (Learning A-Z),KG - 06,Implemented,Reading Intervention,ELA Core,KG - 02
014188,Discovery Academy,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 06,Implemented,ELA Core,ELA Core,KG - 05
043885,Delphos City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
043885,Delphos City,2024–2025,Public District,Locally created instruction,09 - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
043885,Delphos City,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 04,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043885,Delphos City,2024–2025,Public District,World of Wonders (McGraw Hill),05 - 05,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043885,Delphos City,2024–2025,Public District,World of Wonders (McGraw Hill),06 - 06,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043885,Delphos City,2024–2025,Public District,World of Wonders (McGraw Hill),07 - 08,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043877,Delaware City,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
043877,Delaware City,2024–2025,Public District,Lexia Core 5 Reading (Lexia),01 - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
043877,Delaware City,2024–2025,Public District,OUR EL Education K-5 Language Arts (Open Up Resources),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
043877,Delaware City,2024–2025,Public District,PreK On My Way (Scholastic),PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
043869,Defiance City,2024–2025,Public District,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
043869,Defiance City,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",06 - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
